,id,vervoerwijze,reismotief,regio,jaar,verplaatsingPerDag,afstandPerDag,reisduurPerDag,afstandPerVerplaatsing,reisduurPerVerplaatsing,verplaatsingenPerJaar,afstandPerJaar,reisduurPerJaar
4828,4828,Car (passenger),"Sport, hobbies, night-life and cultural visits",Flevoland (PV),2014,    0.10,    2.44,    2.87,   23.73,   27.92,      36,     852,    16.7
4829,4829,Car (passenger),"Sport, hobbies, night-life and cultural visits",Flevoland (PV),2015,    0.09,    2.39,    2.99,   26.11,   32.58,      32,     833,    17.3
4830,4830,Car (passenger),"Sport, hobbies, night-life and cultural visits",Flevoland (PV),2016,    0.13,    2.63,    3.91,   20.39,   30.37,      45,     917,    22.8
4831,4831,Car (passenger),"Sport, hobbies, night-life and cultural visits",Flevoland (PV),2017,    0.12,    2.91,    3.47,   24.38,   29.07,      41,    1009,    20.0
4832,4832,Car (passenger),"Sport, hobbies, night-life and cultural visits",Gelderland (PV),2010,    0.13,    2.27,    3.01,   18.18,   24.03,      43,     790,    17.4
4833,4833,Car (passenger),"Sport, hobbies, night-life and cultural visits",Gelderland (PV),2011,    0.10,    2.08,    2.66,   21.12,   27.07,      34,     721,    15.4
4834,4834,Car (passenger),"Sport, hobbies, night-life and cultural visits",Gelderland (PV),2012,    0.11,    2.14,    2.61,   19.31,   23.60,      39,     746,    15.2
4835,4835,Car (passenger),"Sport, hobbies, night-life and cultural visits",Gelderland (PV),2013,    0.11,    1.83,    2.47,   16.62,   22.38,      38,     637,    14.3
4836,4836,Car (passenger),"Sport, hobbies, night-life and cultural visits",Gelderland (PV),2014,    0.11,    2.33,    2.92,   20.71,   25.99,      39,     810,    16.9
4837,4837,Car (passenger),"Sport, hobbies, night-life and cultural visits",Gelderland (PV),2015,    0.11,    1.95,    2.69,   18.40,   25.32,      37,     680,    15.6
4838,4838,Car (passenger),"Sport, hobbies, night-life and cultural visits",Gelderland (PV),2016,    0.10,    2.03,    2.76,   19.38,   26.32,      37,     709,    16.0
4839,4839,Car (passenger),"Sport, hobbies, night-life and cultural visits",Gelderland (PV),2017,    0.11,    1.99,    2.72,   18.52,   25.30,      37,     690,    15.7
4840,4840,Car (passenger),"Sport, hobbies, night-life and cultural visits",Utrecht (PV),2010,    0.10,    1.53,    2.36,   15.12,   23.28,      35,     533,    13.7
4841,4841,Car (passenger),"Sport, hobbies, night-life and cultural visits",Utrecht (PV),2011,    0.10,    1.68,    2.44,   17.66,   25.67,      33,     585,    14.2
4842,4842,Car (passenger),"Sport, hobbies, night-life and cultural visits",Utrecht (PV),2012,    0.10,    2.43,    3.15,   24.19,   31.44,      35,     847,    18.4
4843,4843,Car (passenger),"Sport, hobbies, night-life and cultural visits",Utrecht (PV),2013,    0.11,    1.88,    2.47,   17.55,   23.15,      37,     653,    14.4
4844,4844,Car (passenger),"Sport, hobbies, night-life and cultural visits",Utrecht (PV),2014,    0.10,    1.86,    2.69,   18.84,   27.22,      34,     648,    15.6
4845,4845,Car (passenger),"Sport, hobbies, night-life and cultural visits",Utrecht (PV),2015,    0.10,    2.27,    3.34,   21.64,   31.84,      37,     791,    19.4
4846,4846,Car (passenger),"Sport, hobbies, night-life and cultural visits",Utrecht (PV),2016,    0.09,    1.84,    2.49,   20.00,   27.00,      32,     645,    14.5
4847,4847,Car (passenger),"Sport, hobbies, night-life and cultural visits",Utrecht (PV),2017,    0.09,    1.86,    2.57,   21.06,   29.03,      31,     647,    14.9
4848,4848,Car (passenger),"Sport, hobbies, night-life and cultural visits",Noord-Holland (PV),2010,    0.08,    1.68,    2.32,   20.83,   28.77,      28,     583,    13.4
4849,4849,Car (passenger),"Sport, hobbies, night-life and cultural visits",Noord-Holland (PV),2011,    0.09,    1.52,    2.35,   17.17,   26.57,      31,     528,    13.6
4850,4850,Car (passenger),"Sport, hobbies, night-life and cultural visits",Noord-Holland (PV),2012,    0.09,    1.61,    2.57,   17.07,   27.27,      33,     562,    15.0
4851,4851,Car (passenger),"Sport, hobbies, night-life and cultural visits",Noord-Holland (PV),2013,    0.09,    1.44,    2.24,   15.93,   24.75,      31,     501,    13.0
4852,4852,Car (passenger),"Sport, hobbies, night-life and cultural visits",Noord-Holland (PV),2014,    0.09,    2.10,    2.84,   23.24,   31.43,      31,     731,    16.5
4853,4853,Car (passenger),"Sport, hobbies, night-life and cultural visits",Noord-Holland (PV),2015,    0.09,    1.53,    2.16,   17.77,   25.07,      30,     534,    12.5
4854,4854,Car (passenger),"Sport, hobbies, night-life and cultural visits",Noord-Holland (PV),2016,    0.09,    1.68,    2.49,   18.67,   27.73,      31,     586,    14.5
4855,4855,Car (passenger),"Sport, hobbies, night-life and cultural visits",Noord-Holland (PV),2017,    0.08,    1.57,    2.30,   19.53,   28.56,      28,     545,    13.3
4856,4856,Car (passenger),"Sport, hobbies, night-life and cultural visits",Zuid-Holland (PV),2010,    0.10,    2.29,    3.16,   22.07,   30.45,      36,     796,    18.3
4857,4857,Car (passenger),"Sport, hobbies, night-life and cultural visits",Zuid-Holland (PV),2011,    0.09,    1.72,    2.46,   19.92,   28.61,      30,     597,    14.3
4858,4858,Car (passenger),"Sport, hobbies, night-life and cultural visits",Zuid-Holland (PV),2012,    0.10,    1.83,    2.58,   18.45,   26.02,      35,     639,    15.0
4859,4859,Car (passenger),"Sport, hobbies, night-life and cultural visits",Zuid-Holland (PV),2013,    0.10,    1.78,    2.55,   17.90,   25.64,      35,     620,    14.8
4860,4860,Car (passenger),"Sport, hobbies, night-life and cultural visits",Zuid-Holland (PV),2014,    0.10,    2.06,    2.81,   19.93,   27.22,      36,     717,    16.3
4861,4861,Car (passenger),"Sport, hobbies, night-life and cultural visits",Zuid-Holland (PV),2015,    0.09,    1.78,    2.52,   19.10,   27.02,      32,     620,    14.6
4862,4862,Car (passenger),"Sport, hobbies, night-life and cultural visits",Zuid-Holland (PV),2016,    0.10,    1.80,    2.86,   17.39,   27.63,      36,     629,    16.6
4863,4863,Car (passenger),"Sport, hobbies, night-life and cultural visits",Zuid-Holland (PV),2017,    0.10,    1.86,    2.61,   19.21,   26.91,      34,     646,    15.1
4864,4864,Car (passenger),"Sport, hobbies, night-life and cultural visits",Zeeland (PV),2010,    0.09,    2.66,    2.40,   29.88,   26.93,      31,     926,    13.9
4865,4865,Car (passenger),"Sport, hobbies, night-life and cultural visits",Zeeland (PV),2011,    0.10,    1.74,    2.26,   17.36,   22.56,      35,     606,    13.1
4866,4866,Car (passenger),"Sport, hobbies, night-life and cultural visits",Zeeland (PV),2012,    0.14,    2.98,    3.96,   21.79,   28.97,      48,    1038,    23.0
4867,4867,Car (passenger),"Sport, hobbies, night-life and cultural visits",Zeeland (PV),2013,    0.10,    1.85,    2.38,   18.65,   23.95,      35,     644,    13.8
4868,4868,Car (passenger),"Sport, hobbies, night-life and cultural visits",Zeeland (PV),2014,    0.11,    2.35,    3.67,   20.90,   32.63,      39,     817,    21.3
4869,4869,Car (passenger),"Sport, hobbies, night-life and cultural visits",Zeeland (PV),2015,    0.13,    1.71,    2.51,   13.29,   19.56,      45,     593,    14.6
4870,4870,Car (passenger),"Sport, hobbies, night-life and cultural visits",Zeeland (PV),2016,    0.11,    2.30,    2.58,   20.64,   23.15,      39,     804,    15.0
4871,4871,Car (passenger),"Sport, hobbies, night-life and cultural visits",Zeeland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
4872,4872,Car (passenger),"Sport, hobbies, night-life and cultural visits",Noord-Brabant (PV),2010,    0.12,    2.20,    3.03,   18.14,   24.94,      42,     765,    17.5
4873,4873,Car (passenger),"Sport, hobbies, night-life and cultural visits",Noord-Brabant (PV),2011,    0.10,    2.01,    2.62,   19.16,   24.99,      36,     698,    15.2
4874,4874,Car (passenger),"Sport, hobbies, night-life and cultural visits",Noord-Brabant (PV),2012,    0.11,    2.20,    2.92,   20.19,   26.75,      38,     768,    17.0
4875,4875,Car (passenger),"Sport, hobbies, night-life and cultural visits",Noord-Brabant (PV),2013,    0.12,    2.38,    3.11,   19.82,   25.92,      42,     827,    18.0
4876,4876,Car (passenger),"Sport, hobbies, night-life and cultural visits",Noord-Brabant (PV),2014,    0.11,    1.83,    2.64,   16.07,   23.14,      40,     637,    15.3
4877,4877,Car (passenger),"Sport, hobbies, night-life and cultural visits",Noord-Brabant (PV),2015,    0.11,    1.97,    2.52,   18.41,   23.47,      37,     687,    14.6
4878,4878,Car (passenger),"Sport, hobbies, night-life and cultural visits",Noord-Brabant (PV),2016,    0.11,    2.15,    2.85,   18.82,   24.99,      40,     750,    16.6
4879,4879,Car (passenger),"Sport, hobbies, night-life and cultural visits",Noord-Brabant (PV),2017,    0.11,    2.02,    2.91,   18.13,   26.12,      39,     701,    16.8
4880,4880,Car (passenger),"Sport, hobbies, night-life and cultural visits",Limburg (PV),2010,    0.11,    1.67,    2.43,   15.57,   22.67,      37,     579,    14.0
4881,4881,Car (passenger),"Sport, hobbies, night-life and cultural visits",Limburg (PV),2011,    0.11,    1.57,    2.10,   14.91,   19.90,      37,     548,    12.2
4882,4882,Car (passenger),"Sport, hobbies, night-life and cultural visits",Limburg (PV),2012,    0.10,    1.24,    1.88,   11.82,   17.97,      36,     430,    10.9
4883,4883,Car (passenger),"Sport, hobbies, night-life and cultural visits",Limburg (PV),2013,    0.11,    2.18,    2.49,   19.76,   22.53,      38,     760,    14.4
4884,4884,Car (passenger),"Sport, hobbies, night-life and cultural visits",Limburg (PV),2014,    0.10,    1.66,    2.07,   16.17,   20.24,      36,     576,    12.0
4885,4885,Car (passenger),"Sport, hobbies, night-life and cultural visits",Limburg (PV),2015,    0.12,    1.51,    2.19,   12.72,   18.49,      41,     525,    12.7
4886,4886,Car (passenger),"Sport, hobbies, night-life and cultural visits",Limburg (PV),2016,    0.10,    1.32,    2.04,   12.83,   19.80,      36,     461,    11.9
4887,4887,Car (passenger),"Sport, hobbies, night-life and cultural visits",Limburg (PV),2017,    0.12,    1.87,    2.55,   15.75,   21.53,      41,     647,    14.7
4888,4888,Car (passenger),"Sport, hobbies, night-life and cultural visits",Very urban,2010,    0.08,    1.76,    2.52,   22.65,   32.47,      27,     611,    14.6
4889,4889,Car (passenger),"Sport, hobbies, night-life and cultural visits",Very urban,2011,    0.07,    1.40,    2.09,   19.38,   28.92,      25,     488,    12.1
4890,4890,Car (passenger),"Sport, hobbies, night-life and cultural visits",Very urban,2012,    0.08,    1.52,    2.20,   18.85,   27.40,      28,     530,    12.8
4891,4891,Car (passenger),"Sport, hobbies, night-life and cultural visits",Very urban,2013,    0.08,    1.78,    2.49,   22.67,   31.72,      27,     621,    14.5
4892,4892,Car (passenger),"Sport, hobbies, night-life and cultural visits",Very urban,2014,    0.08,    1.63,    2.23,   21.40,   29.23,      27,     569,    12.9
4893,4893,Car (passenger),"Sport, hobbies, night-life and cultural visits",Very urban,2015,    0.08,    1.46,    2.33,   18.73,   29.77,      27,     510,    13.5
4894,4894,Car (passenger),"Sport, hobbies, night-life and cultural visits",Very urban,2016,    0.08,    1.44,    2.37,   17.28,   28.48,      29,     503,    13.8
4895,4895,Car (passenger),"Sport, hobbies, night-life and cultural visits",Very urban,2017,    0.07,    1.46,    2.04,   20.81,   29.10,      24,     507,    11.8
4896,4896,Car (passenger),"Sport, hobbies, night-life and cultural visits",Urban,2010,    0.11,    1.98,    2.66,   18.66,   25.05,      37,     689,    15.4
4897,4897,Car (passenger),"Sport, hobbies, night-life and cultural visits",Urban,2011,    0.09,    1.66,    2.32,   17.72,   24.82,      33,     576,    13.5
4898,4898,Car (passenger),"Sport, hobbies, night-life and cultural visits",Urban,2012,    0.10,    1.81,    2.61,   17.39,   25.14,      36,     631,    15.2
4899,4899,Car (passenger),"Sport, hobbies, night-life and cultural visits",Urban,2013,    0.10,    1.97,    2.51,   18.96,   24.23,      36,     684,    14.6
4900,4900,Car (passenger),"Sport, hobbies, night-life and cultural visits",Urban,2014,    0.10,    2.20,    2.88,   21.70,   28.38,      35,     767,    16.7
4901,4901,Car (passenger),"Sport, hobbies, night-life and cultural visits",Urban,2015,    0.10,    2.05,    2.70,   20.24,   26.58,      35,     716,    15.7
4902,4902,Car (passenger),"Sport, hobbies, night-life and cultural visits",Urban,2016,    0.11,    2.00,    3.02,   18.14,   27.32,      39,     700,    17.6
4903,4903,Car (passenger),"Sport, hobbies, night-life and cultural visits",Urban,2017,    0.11,    2.02,    2.86,   19.05,   26.94,      37,     702,    16.5
4904,4904,Car (passenger),"Sport, hobbies, night-life and cultural visits",Moderately urban,2010,    0.11,    2.40,    3.25,   21.06,   28.50,      40,     836,    18.9
4905,4905,Car (passenger),"Sport, hobbies, night-life and cultural visits",Moderately urban,2011,    0.10,    1.82,    2.37,   18.46,   23.98,      34,     635,    13.7
4906,4906,Car (passenger),"Sport, hobbies, night-life and cultural visits",Moderately urban,2012,    0.10,    1.85,    2.69,   18.58,   27.00,      35,     646,    15.7
4907,4907,Car (passenger),"Sport, hobbies, night-life and cultural visits",Moderately urban,2013,    0.11,    2.00,    2.76,   17.54,   24.26,      40,     694,    16.0
4908,4908,Car (passenger),"Sport, hobbies, night-life and cultural visits",Moderately urban,2014,    0.11,    1.99,    2.78,   18.82,   26.32,      37,     691,    16.1
4909,4909,Car (passenger),"Sport, hobbies, night-life and cultural visits",Moderately urban,2015,    0.11,    1.88,    2.49,   17.66,   23.37,      37,     654,    14.4
4910,4910,Car (passenger),"Sport, hobbies, night-life and cultural visits",Moderately urban,2016,    0.11,    2.03,    2.68,   18.41,   24.32,      39,     710,    15.6
4911,4911,Car (passenger),"Sport, hobbies, night-life and cultural visits",Moderately urban,2017,    0.11,    2.19,    2.88,   19.88,   26.14,      38,     758,    16.6
4912,4912,Car (passenger),"Sport, hobbies, night-life and cultural visits",Slightly urban,2010,    0.12,    2.10,    2.77,   18.08,   23.83,      40,     730,    16.0
4913,4913,Car (passenger),"Sport, hobbies, night-life and cultural visits",Slightly urban,2011,    0.11,    1.99,    2.68,   18.87,   25.44,      37,     692,    15.5
4914,4914,Car (passenger),"Sport, hobbies, night-life and cultural visits",Slightly urban,2012,    0.11,    2.15,    2.65,   19.38,   23.94,      39,     748,    15.4
4915,4915,Car (passenger),"Sport, hobbies, night-life and cultural visits",Slightly urban,2013,    0.12,    2.07,    2.91,   16.92,   23.74,      43,     722,    16.9
4916,4916,Car (passenger),"Sport, hobbies, night-life and cultural visits",Slightly urban,2014,    0.12,    2.29,    2.93,   19.56,   25.03,      41,     796,    17.0
4917,4917,Car (passenger),"Sport, hobbies, night-life and cultural visits",Slightly urban,2015,    0.11,    1.84,    2.42,   16.68,   22.01,      38,     640,    14.1
4918,4918,Car (passenger),"Sport, hobbies, night-life and cultural visits",Slightly urban,2016,    0.11,    2.64,    3.27,   23.51,   29.13,      39,     920,    19.0
4919,4919,Car (passenger),"Sport, hobbies, night-life and cultural visits",Slightly urban,2017,    0.11,    1.96,    2.69,   17.63,   24.13,      39,     680,    15.5
4920,4920,Car (passenger),"Sport, hobbies, night-life and cultural visits",Not urban,2010,    0.13,    2.13,    2.94,   16.87,   23.34,      44,     740,    17.1
4921,4921,Car (passenger),"Sport, hobbies, night-life and cultural visits",Not urban,2011,    0.10,    2.09,    2.74,   20.12,   26.27,      36,     729,    15.9
4922,4922,Car (passenger),"Sport, hobbies, night-life and cultural visits",Not urban,2012,    0.12,    2.23,    3.00,   18.31,   24.65,      42,     776,    17.4
4923,4923,Car (passenger),"Sport, hobbies, night-life and cultural visits",Not urban,2013,    0.12,    2.52,    3.01,   21.90,   26.12,      40,     877,    17.4
4924,4924,Car (passenger),"Sport, hobbies, night-life and cultural visits",Not urban,2014,    0.12,    2.18,    3.02,   18.18,   25.21,      42,     756,    17.5
4925,4925,Car (passenger),"Sport, hobbies, night-life and cultural visits",Not urban,2015,    0.11,    2.45,    3.00,   21.95,   26.92,      39,     852,    17.4
4926,4926,Car (passenger),"Sport, hobbies, night-life and cultural visits",Not urban,2016,    0.10,    2.18,    2.99,   20.78,   28.46,      37,     762,    17.4
4927,4927,Car (passenger),"Sport, hobbies, night-life and cultural visits",Not urban,2017,    0.11,    1.77,    2.35,   15.56,   20.58,      39,     614,    13.5
4928,4928,Car (passenger),Touring and hiking,Nederland,2010,    0.01,    0.21,    0.38,   22.46,   40.73,       3,      72,     2.2
4929,4929,Car (passenger),Touring and hiking,Nederland,2011,    0.01,    0.21,    0.31,   26.92,   40.77,       3,      72,     1.8
4930,4930,Car (passenger),Touring and hiking,Nederland,2012,    0.01,    0.20,    0.35,   21.97,   38.15,       3,      70,     2.0
4931,4931,Car (passenger),Touring and hiking,Nederland,2013,    0.01,    0.24,    0.39,   27.01,   44.31,       3,      83,     2.3
4932,4932,Car (passenger),Touring and hiking,Nederland,2014,    0.01,    0.27,    0.38,   31.99,   45.10,       3,      93,     2.2
4933,4933,Car (passenger),Touring and hiking,Nederland,2015,    0.01,    0.18,    0.31,   22.79,   39.98,       3,      63,     1.8
4934,4934,Car (passenger),Touring and hiking,Nederland,2016,    0.01,    0.17,    0.26,   22.17,   35.25,       3,      58,     1.5
4935,4935,Car (passenger),Touring and hiking,Nederland,2017,    0.01,    0.17,    0.26,   22.63,   33.89,       3,      60,     1.5
4936,4936,Car (passenger),Touring and hiking,Noord-Nederland (LD),2010,       .,       .,       .,       .,       .,       .,       .,       .
4937,4937,Car (passenger),Touring and hiking,Noord-Nederland (LD),2011,       .,       .,       .,       .,       .,       .,       .,       .
4938,4938,Car (passenger),Touring and hiking,Noord-Nederland (LD),2012,       .,       .,       .,       .,       .,       .,       .,       .
4939,4939,Car (passenger),Touring and hiking,Noord-Nederland (LD),2013,       .,       .,       .,       .,       .,       .,       .,       .
4940,4940,Car (passenger),Touring and hiking,Noord-Nederland (LD),2014,       .,       .,       .,       .,       .,       .,       .,       .
4941,4941,Car (passenger),Touring and hiking,Noord-Nederland (LD),2015,       .,       .,       .,       .,       .,       .,       .,       .
4942,4942,Car (passenger),Touring and hiking,Noord-Nederland (LD),2016,       .,       .,       .,       .,       .,       .,       .,       .
4943,4943,Car (passenger),Touring and hiking,Noord-Nederland (LD),2017,       .,       .,       .,       .,       .,       .,       .,       .
4944,4944,Car (passenger),Touring and hiking,Oost-Nederland (LD),2010,    0.01,    0.18,    0.31,   17.71,   30.59,       3,      61,     1.8
4945,4945,Car (passenger),Touring and hiking,Oost-Nederland (LD),2011,    0.01,    0.25,    0.41,   24.73,   40.20,       4,      87,     2.4
4946,4946,Car (passenger),Touring and hiking,Oost-Nederland (LD),2012,       .,       .,       .,       .,       .,       .,       .,       .
4947,4947,Car (passenger),Touring and hiking,Oost-Nederland (LD),2013,       .,       .,       .,       .,       .,       .,       .,       .
4948,4948,Car (passenger),Touring and hiking,Oost-Nederland (LD),2014,       .,       .,       .,       .,       .,       .,       .,       .
4949,4949,Car (passenger),Touring and hiking,Oost-Nederland (LD),2015,       .,       .,       .,       .,       .,       .,       .,       .
4950,4950,Car (passenger),Touring and hiking,Oost-Nederland (LD),2016,       .,       .,       .,       .,       .,       .,       .,       .
4951,4951,Car (passenger),Touring and hiking,Oost-Nederland (LD),2017,       .,       .,       .,       .,       .,       .,       .,       .
4952,4952,Car (passenger),Touring and hiking,West-Nederland (LD),2010,    0.01,    0.23,    0.37,   26.22,   42.02,       3,      81,     2.2
4953,4953,Car (passenger),Touring and hiking,West-Nederland (LD),2011,    0.01,    0.21,    0.28,   29.19,   39.29,       2,      72,     1.6
4954,4954,Car (passenger),Touring and hiking,West-Nederland (LD),2012,    0.01,    0.20,    0.35,   22.78,   39.52,       3,      71,     2.1
4955,4955,Car (passenger),Touring and hiking,West-Nederland (LD),2013,    0.01,    0.28,    0.40,   31.47,   44.69,       3,      98,     2.3
4956,4956,Car (passenger),Touring and hiking,West-Nederland (LD),2014,    0.01,    0.30,    0.39,   31.92,   40.75,       3,     105,     2.2
4957,4957,Car (passenger),Touring and hiking,West-Nederland (LD),2015,    0.01,    0.18,    0.30,   20.95,   35.74,       3,      61,     1.7
4958,4958,Car (passenger),Touring and hiking,West-Nederland (LD),2016,    0.01,    0.19,    0.29,   23.36,   34.89,       3,      67,     1.7
4959,4959,Car (passenger),Touring and hiking,West-Nederland (LD),2017,    0.01,    0.19,    0.28,   24.61,   37.24,       3,      65,     1.6
4960,4960,Car (passenger),Touring and hiking,Zuid-Nederland (LD),2010,    0.01,    0.21,    0.49,   22.85,   54.07,       3,      73,     2.9
4961,4961,Car (passenger),Touring and hiking,Zuid-Nederland (LD),2011,       .,       .,       .,       .,       .,       .,       .,       .
4962,4962,Car (passenger),Touring and hiking,Zuid-Nederland (LD),2012,       .,       .,       .,       .,       .,       .,       .,       .
4963,4963,Car (passenger),Touring and hiking,Zuid-Nederland (LD),2013,       .,       .,       .,       .,       .,       .,       .,       .
4964,4964,Car (passenger),Touring and hiking,Zuid-Nederland (LD),2014,       .,       .,       .,       .,       .,       .,       .,       .
4965,4965,Car (passenger),Touring and hiking,Zuid-Nederland (LD),2015,       .,       .,       .,       .,       .,       .,       .,       .
4966,4966,Car (passenger),Touring and hiking,Zuid-Nederland (LD),2016,       .,       .,       .,       .,       .,       .,       .,       .
4967,4967,Car (passenger),Touring and hiking,Zuid-Nederland (LD),2017,       .,       .,       .,       .,       .,       .,       .,       .
4968,4968,Car (passenger),Touring and hiking,Groningen (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
4969,4969,Car (passenger),Touring and hiking,Groningen (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
4970,4970,Car (passenger),Touring and hiking,Groningen (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
4971,4971,Car (passenger),Touring and hiking,Groningen (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
4972,4972,Car (passenger),Touring and hiking,Groningen (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
4973,4973,Car (passenger),Touring and hiking,Groningen (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
4974,4974,Car (passenger),Touring and hiking,Groningen (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
4975,4975,Car (passenger),Touring and hiking,Groningen (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
4976,4976,Car (passenger),Touring and hiking,Friesland (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
4977,4977,Car (passenger),Touring and hiking,Friesland (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
4978,4978,Car (passenger),Touring and hiking,Friesland (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
4979,4979,Car (passenger),Touring and hiking,Friesland (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
4980,4980,Car (passenger),Touring and hiking,Friesland (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
4981,4981,Car (passenger),Touring and hiking,Friesland (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
4982,4982,Car (passenger),Touring and hiking,Friesland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
4983,4983,Car (passenger),Touring and hiking,Friesland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
4984,4984,Car (passenger),Touring and hiking,Drenthe (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
4985,4985,Car (passenger),Touring and hiking,Drenthe (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
4986,4986,Car (passenger),Touring and hiking,Drenthe (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
4987,4987,Car (passenger),Touring and hiking,Drenthe (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
4988,4988,Car (passenger),Touring and hiking,Drenthe (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
4989,4989,Car (passenger),Touring and hiking,Drenthe (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
4990,4990,Car (passenger),Touring and hiking,Drenthe (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
4991,4991,Car (passenger),Touring and hiking,Drenthe (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
4992,4992,Car (passenger),Touring and hiking,Overijssel (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
4993,4993,Car (passenger),Touring and hiking,Overijssel (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
4994,4994,Car (passenger),Touring and hiking,Overijssel (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
4995,4995,Car (passenger),Touring and hiking,Overijssel (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
4996,4996,Car (passenger),Touring and hiking,Overijssel (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
4997,4997,Car (passenger),Touring and hiking,Overijssel (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
4998,4998,Car (passenger),Touring and hiking,Overijssel (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
4999,4999,Car (passenger),Touring and hiking,Overijssel (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
5000,5000,Car (passenger),Touring and hiking,Flevoland (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
5001,5001,Car (passenger),Touring and hiking,Flevoland (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
5002,5002,Car (passenger),Touring and hiking,Flevoland (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
5003,5003,Car (passenger),Touring and hiking,Flevoland (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
5004,5004,Car (passenger),Touring and hiking,Flevoland (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
5005,5005,Car (passenger),Touring and hiking,Flevoland (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
5006,5006,Car (passenger),Touring and hiking,Flevoland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
5007,5007,Car (passenger),Touring and hiking,Flevoland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
5008,5008,Car (passenger),Touring and hiking,Gelderland (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
5009,5009,Car (passenger),Touring and hiking,Gelderland (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
5010,5010,Car (passenger),Touring and hiking,Gelderland (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
5011,5011,Car (passenger),Touring and hiking,Gelderland (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
5012,5012,Car (passenger),Touring and hiking,Gelderland (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
5013,5013,Car (passenger),Touring and hiking,Gelderland (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
5014,5014,Car (passenger),Touring and hiking,Gelderland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
5015,5015,Car (passenger),Touring and hiking,Gelderland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
5016,5016,Car (passenger),Touring and hiking,Utrecht (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
5017,5017,Car (passenger),Touring and hiking,Utrecht (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
5018,5018,Car (passenger),Touring and hiking,Utrecht (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
5019,5019,Car (passenger),Touring and hiking,Utrecht (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
5020,5020,Car (passenger),Touring and hiking,Utrecht (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
5021,5021,Car (passenger),Touring and hiking,Utrecht (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
5022,5022,Car (passenger),Touring and hiking,Utrecht (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
5023,5023,Car (passenger),Touring and hiking,Utrecht (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
5024,5024,Car (passenger),Touring and hiking,Noord-Holland (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
5025,5025,Car (passenger),Touring and hiking,Noord-Holland (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
