,id,vervoerwijze,reismotief,regio,jaar,verplaatsingPerDag,afstandPerDag,reisduurPerDag,afstandPerVerplaatsing,reisduurPerVerplaatsing,verplaatsingenPerJaar,afstandPerJaar,reisduurPerJaar
2141,2141,Car (driver),Business visit in working atmosphere,West-Nederland (LD),2015,    0.02,    0.88,    0.92,   42.73,   44.89,       7,     305,     5.3
2142,2142,Car (driver),Business visit in working atmosphere,West-Nederland (LD),2016,    0.02,    0.84,    0.90,   39.72,   42.15,       7,     295,     5.2
2143,2143,Car (driver),Business visit in working atmosphere,West-Nederland (LD),2017,    0.02,    0.77,    0.87,   39.98,   44.73,       7,     268,     5.0
2144,2144,Car (driver),Business visit in working atmosphere,Zuid-Nederland (LD),2010,    0.04,    1.50,    1.57,   34.40,   36.23,      15,     520,     9.1
2145,2145,Car (driver),Business visit in working atmosphere,Zuid-Nederland (LD),2011,    0.03,    1.30,    1.31,   39.33,   39.76,      11,     451,     7.6
2146,2146,Car (driver),Business visit in working atmosphere,Zuid-Nederland (LD),2012,    0.03,    1.13,    1.10,   41.08,   39.83,      10,     394,     6.4
2147,2147,Car (driver),Business visit in working atmosphere,Zuid-Nederland (LD),2013,    0.03,    1.13,    1.36,   37.22,   44.83,      11,     392,     7.9
2148,2148,Car (driver),Business visit in working atmosphere,Zuid-Nederland (LD),2014,    0.02,    1.06,    1.00,   45.80,   43.20,       8,     368,     5.8
2149,2149,Car (driver),Business visit in working atmosphere,Zuid-Nederland (LD),2015,    0.02,    1.30,    1.35,   52.47,   54.43,       9,     452,     7.8
2150,2150,Car (driver),Business visit in working atmosphere,Zuid-Nederland (LD),2016,    0.02,    0.89,    0.99,   39.98,   44.73,       8,     310,     5.8
2151,2151,Car (driver),Business visit in working atmosphere,Zuid-Nederland (LD),2017,    0.03,    1.32,    1.24,   43.40,   40.86,      11,     457,     7.2
2152,2152,Car (driver),Business visit in working atmosphere,Groningen (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
2153,2153,Car (driver),Business visit in working atmosphere,Groningen (PV),2011,    0.03,    1.13,    1.12,   33.27,   32.96,      12,     394,     6.5
2154,2154,Car (driver),Business visit in working atmosphere,Groningen (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
2155,2155,Car (driver),Business visit in working atmosphere,Groningen (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
2156,2156,Car (driver),Business visit in working atmosphere,Groningen (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
2157,2157,Car (driver),Business visit in working atmosphere,Groningen (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
2158,2158,Car (driver),Business visit in working atmosphere,Groningen (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
2159,2159,Car (driver),Business visit in working atmosphere,Groningen (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
2160,2160,Car (driver),Business visit in working atmosphere,Friesland (PV),2010,    0.04,    1.65,    1.65,   43.60,   43.75,      13,     573,     9.6
2161,2161,Car (driver),Business visit in working atmosphere,Friesland (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
2162,2162,Car (driver),Business visit in working atmosphere,Friesland (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
2163,2163,Car (driver),Business visit in working atmosphere,Friesland (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
2164,2164,Car (driver),Business visit in working atmosphere,Friesland (PV),2014,    0.04,    1.82,    1.59,   49.01,   42.97,      13,     632,     9.2
2165,2165,Car (driver),Business visit in working atmosphere,Friesland (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
2166,2166,Car (driver),Business visit in working atmosphere,Friesland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
2167,2167,Car (driver),Business visit in working atmosphere,Friesland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
2168,2168,Car (driver),Business visit in working atmosphere,Drenthe (PV),2010,    0.05,    2.30,    2.39,   47.91,   49.70,      17,     801,    13.8
2169,2169,Car (driver),Business visit in working atmosphere,Drenthe (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
2170,2170,Car (driver),Business visit in working atmosphere,Drenthe (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
2171,2171,Car (driver),Business visit in working atmosphere,Drenthe (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
2172,2172,Car (driver),Business visit in working atmosphere,Drenthe (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
2173,2173,Car (driver),Business visit in working atmosphere,Drenthe (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
2174,2174,Car (driver),Business visit in working atmosphere,Drenthe (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
2175,2175,Car (driver),Business visit in working atmosphere,Drenthe (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
2176,2176,Car (driver),Business visit in working atmosphere,Overijssel (PV),2010,    0.03,    1.30,    1.84,   38.99,   55.21,      12,     452,    10.7
2177,2177,Car (driver),Business visit in working atmosphere,Overijssel (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
2178,2178,Car (driver),Business visit in working atmosphere,Overijssel (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
2179,2179,Car (driver),Business visit in working atmosphere,Overijssel (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
2180,2180,Car (driver),Business visit in working atmosphere,Overijssel (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
2181,2181,Car (driver),Business visit in working atmosphere,Overijssel (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
2182,2182,Car (driver),Business visit in working atmosphere,Overijssel (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
2183,2183,Car (driver),Business visit in working atmosphere,Overijssel (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
2184,2184,Car (driver),Business visit in working atmosphere,Flevoland (PV),2010,    0.03,    1.11,    1.29,   38.01,   44.12,      10,     385,     7.5
2185,2185,Car (driver),Business visit in working atmosphere,Flevoland (PV),2011,    0.03,    1.36,    1.26,   44.03,   40.91,      11,     472,     7.3
2186,2186,Car (driver),Business visit in working atmosphere,Flevoland (PV),2012,    0.03,    1.35,    1.27,   44.28,   41.84,      11,     470,     7.4
2187,2187,Car (driver),Business visit in working atmosphere,Flevoland (PV),2013,    0.03,    1.54,    1.56,   44.69,   45.43,      12,     535,     9.1
2188,2188,Car (driver),Business visit in working atmosphere,Flevoland (PV),2014,    0.04,    1.60,    1.49,   44.72,   41.56,      12,     558,     8.6
2189,2189,Car (driver),Business visit in working atmosphere,Flevoland (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
2190,2190,Car (driver),Business visit in working atmosphere,Flevoland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
2191,2191,Car (driver),Business visit in working atmosphere,Flevoland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
2192,2192,Car (driver),Business visit in working atmosphere,Gelderland (PV),2010,    0.03,    1.55,    2.08,   46.16,   62.22,      12,     537,    12.1
2193,2193,Car (driver),Business visit in working atmosphere,Gelderland (PV),2011,    0.04,    1.60,    1.49,   43.09,   40.21,      13,     555,     8.6
2194,2194,Car (driver),Business visit in working atmosphere,Gelderland (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
2195,2195,Car (driver),Business visit in working atmosphere,Gelderland (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
2196,2196,Car (driver),Business visit in working atmosphere,Gelderland (PV),2014,    0.03,    1.34,    1.45,   41.75,   45.25,      11,     467,     8.4
2197,2197,Car (driver),Business visit in working atmosphere,Gelderland (PV),2015,    0.03,    1.39,    1.30,   42.20,   39.72,      11,     483,     7.6
2198,2198,Car (driver),Business visit in working atmosphere,Gelderland (PV),2016,    0.03,    1.41,    1.29,   49.71,   45.18,      10,     494,     7.5
2199,2199,Car (driver),Business visit in working atmosphere,Gelderland (PV),2017,    0.03,    1.09,    1.14,   42.87,   44.95,       9,     378,     6.6
2200,2200,Car (driver),Business visit in working atmosphere,Utrecht (PV),2010,       .,       .,       .,       .,       .,       .,       .,       .
2201,2201,Car (driver),Business visit in working atmosphere,Utrecht (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
2202,2202,Car (driver),Business visit in working atmosphere,Utrecht (PV),2012,    0.03,    1.54,    1.46,   46.02,   43.80,      12,     537,     8.5
2203,2203,Car (driver),Business visit in working atmosphere,Utrecht (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
2204,2204,Car (driver),Business visit in working atmosphere,Utrecht (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
2205,2205,Car (driver),Business visit in working atmosphere,Utrecht (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
2206,2206,Car (driver),Business visit in working atmosphere,Utrecht (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
2207,2207,Car (driver),Business visit in working atmosphere,Utrecht (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
2208,2208,Car (driver),Business visit in working atmosphere,Noord-Holland (PV),2010,    0.03,    1.10,    1.65,   34.53,   51.77,      11,     382,     9.5
2209,2209,Car (driver),Business visit in working atmosphere,Noord-Holland (PV),2011,    0.04,    1.56,    1.56,   42.50,   42.51,      13,     543,     9.1
2210,2210,Car (driver),Business visit in working atmosphere,Noord-Holland (PV),2012,    0.03,    1.16,    1.15,   40.00,   39.68,      10,     406,     6.7
2211,2211,Car (driver),Business visit in working atmosphere,Noord-Holland (PV),2013,    0.04,    0.99,    1.19,   25.80,   31.16,      13,     343,     6.9
2212,2212,Car (driver),Business visit in working atmosphere,Noord-Holland (PV),2014,    0.02,    0.73,    0.83,   32.42,   36.66,       8,     255,     4.8
2213,2213,Car (driver),Business visit in working atmosphere,Noord-Holland (PV),2015,    0.02,    0.88,    1.03,   40.33,   47.30,       8,     307,     6.0
2214,2214,Car (driver),Business visit in working atmosphere,Noord-Holland (PV),2016,    0.02,    0.73,    0.82,   33.96,   38.04,       8,     256,     4.8
2215,2215,Car (driver),Business visit in working atmosphere,Noord-Holland (PV),2017,    0.02,    0.77,    0.92,   40.69,   48.44,       7,     268,     5.3
2216,2216,Car (driver),Business visit in working atmosphere,Zuid-Holland (PV),2010,    0.03,    0.85,    1.06,   27.24,   33.82,      11,     297,     6.1
2217,2217,Car (driver),Business visit in working atmosphere,Zuid-Holland (PV),2011,    0.03,    1.37,    1.55,   41.24,   46.57,      12,     477,     9.0
2218,2218,Car (driver),Business visit in working atmosphere,Zuid-Holland (PV),2012,    0.02,    0.85,    0.94,   37.37,   41.12,       8,     297,     5.4
2219,2219,Car (driver),Business visit in working atmosphere,Zuid-Holland (PV),2013,    0.03,    1.10,    1.24,   40.19,   45.03,      10,     384,     7.2
2220,2220,Car (driver),Business visit in working atmosphere,Zuid-Holland (PV),2014,    0.02,    0.98,    1.10,   40.03,   44.83,       9,     341,     6.4
2221,2221,Car (driver),Business visit in working atmosphere,Zuid-Holland (PV),2015,    0.02,    0.70,    0.71,   45.21,   45.71,       5,     243,     4.1
2222,2222,Car (driver),Business visit in working atmosphere,Zuid-Holland (PV),2016,    0.02,    0.89,    0.88,   45.57,   45.22,       7,     311,     5.1
2223,2223,Car (driver),Business visit in working atmosphere,Zuid-Holland (PV),2017,    0.02,    0.70,    0.78,   42.22,   47.06,       6,     243,     4.5
2224,2224,Car (driver),Business visit in working atmosphere,Zeeland (PV),2010,    0.04,    1.47,    1.52,   37.06,   38.12,      14,     512,     8.8
2225,2225,Car (driver),Business visit in working atmosphere,Zeeland (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
2226,2226,Car (driver),Business visit in working atmosphere,Zeeland (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
2227,2227,Car (driver),Business visit in working atmosphere,Zeeland (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
2228,2228,Car (driver),Business visit in working atmosphere,Zeeland (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
2229,2229,Car (driver),Business visit in working atmosphere,Zeeland (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
2230,2230,Car (driver),Business visit in working atmosphere,Zeeland (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
2231,2231,Car (driver),Business visit in working atmosphere,Zeeland (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
2232,2232,Car (driver),Business visit in working atmosphere,Noord-Brabant (PV),2010,    0.04,    1.68,    1.68,   37.43,   37.49,      16,     583,     9.7
2233,2233,Car (driver),Business visit in working atmosphere,Noord-Brabant (PV),2011,    0.03,    1.41,    1.37,   42.10,   41.03,      12,     489,     7.9
2234,2234,Car (driver),Business visit in working atmosphere,Noord-Brabant (PV),2012,    0.03,    1.22,    1.16,   42.79,   40.88,      10,     425,     6.8
2235,2235,Car (driver),Business visit in working atmosphere,Noord-Brabant (PV),2013,    0.03,    1.21,    1.50,   41.56,   51.44,      10,     421,     8.7
2236,2236,Car (driver),Business visit in working atmosphere,Noord-Brabant (PV),2014,    0.03,    1.30,    1.20,   48.19,   44.56,       9,     453,     7.0
2237,2237,Car (driver),Business visit in working atmosphere,Noord-Brabant (PV),2015,    0.03,    1.47,    1.41,   55.07,   52.76,       9,     511,     8.2
2238,2238,Car (driver),Business visit in working atmosphere,Noord-Brabant (PV),2016,    0.02,    1.02,    1.14,   43.95,   49.30,       8,     355,     6.6
2239,2239,Car (driver),Business visit in working atmosphere,Noord-Brabant (PV),2017,    0.03,    1.36,    1.30,   42.04,   40.18,      11,     472,     7.5
2240,2240,Car (driver),Business visit in working atmosphere,Limburg (PV),2010,    0.04,    1.10,    1.34,   27.07,   33.17,      14,     381,     7.8
2241,2241,Car (driver),Business visit in working atmosphere,Limburg (PV),2011,       .,       .,       .,       .,       .,       .,       .,       .
2242,2242,Car (driver),Business visit in working atmosphere,Limburg (PV),2012,       .,       .,       .,       .,       .,       .,       .,       .
2243,2243,Car (driver),Business visit in working atmosphere,Limburg (PV),2013,       .,       .,       .,       .,       .,       .,       .,       .
2244,2244,Car (driver),Business visit in working atmosphere,Limburg (PV),2014,       .,       .,       .,       .,       .,       .,       .,       .
2245,2245,Car (driver),Business visit in working atmosphere,Limburg (PV),2015,       .,       .,       .,       .,       .,       .,       .,       .
2246,2246,Car (driver),Business visit in working atmosphere,Limburg (PV),2016,       .,       .,       .,       .,       .,       .,       .,       .
2247,2247,Car (driver),Business visit in working atmosphere,Limburg (PV),2017,       .,       .,       .,       .,       .,       .,       .,       .
